,sign,freq,city,format,state
15638,KACQ,101.90000000000019,"Lometa, TX",Country,TX
15639,KATP,101.90000000000019,"Amarillo, TX",Country,TX
15640,KBTO,101.90000000000019,"Bottineau, ND",Country,ND
15641,KBUS,101.90000000000019,"Paris, TX",Classic Rock,TX
15642,KBXT,101.90000000000019,"Wixon Valley, TX",Hip-Hop,TX
15643,KCMX,101.90000000000019,"Ashland, OR",Adult Contemporary,OR
15644,KCSC,101.90000000000019,"Mukilteo, WA",Religious,WA
15645,KELO,101.90000000000019,"Sioux Falls, SD",Adult Contemporary,SD
15646,KFGG,101.90000000000019,"Marble Falls, TX",Religious,TX
15647,KFMH,101.90000000000019,"Belle Fourche, SD",Classic Hits,SD
15648,KFMH,101.90000000000019,"Rapid City, SD",Classic Hits,SD
15649,KHHM,101.90000000000019,"Shingle Springs, CA",Spanish Hits,CA
15650,KHTB,101.90000000000019,"Ogden, UT",Top-40,UT
15651,KIGN,101.90000000000019,"Burns, WY",Classic Hits,WY
15652,KINK,101.90000000000019,"Portland, OR",Adult Album Alternative,OR
15653,KJDS,101.90000000000019,"Mountain Pine, AR",Religious,AR
15654,KJFK,101.90000000000019,"Hot Springs, MT",Variety,MT
15655,KJVV,101.90000000000019,"Twentynine Palms, CA",Rock,CA
15656,KKQY,101.90000000000019,"Hill City, KS",Country,KS
15657,KLBN,101.90000000000019,"Fresno, CA",Regional Mexican,CA
15658,KLWR,101.90000000000019,"North Rock Springs, WY",Christian Contemporary,WY
15659,KMRT,101.90000000000019,"Santa Cruz, CA",Unknown Format,CA
15660,KMVX,101.90000000000019,"Monroe, LA",Urban Contemporary,LA
15661,KMXF,101.90000000000019,"Lowell, AR",Top-40,AR
15662,KNHK,101.90000000000019,"Weston, OR",Classic Country,OR
15663,KNWS,101.90000000000019,"Waterloo, IA",Christian Contemporary,IA
15664,KOOO,101.90000000000019,"La Vista, NE",Adult Hits,NE
15665,KPBM,101.90000000000019,"Poplar Bluff, MO",Public Radio,MO
15666,KPWB,101.90000000000019,"Piedmont, MO",Country,MO
15667,KPWB,101.90000000000019,"Marquand, MO",Country,MO
15668,KQBL,101.90000000000019,"Emmett, ID",Country,ID
15669,KQES,101.90000000000019,"Bellevue, WA",Asian,WA
15670,KQKK,101.90000000000019,"Walker, MN",Classic Hits,MN
15671,KQSS,101.90000000000019,"Miami, AZ",Country,AZ
15672,KQXT,101.90000000000019,"San Antonio, TX",Adult Contemporary,TX
15673,KRSQ,101.90000000000019,"Laurel, MT",Top-40,MT
15674,KRWK,101.90000000000019,"Fargo, ND",Adult Hits,ND
15675,KSCA,101.90000000000019,"Glendale, CA",Regional Mexican,CA
15676,KSCA,101.90000000000019,"Santa Clarita, CA",Regional Mexican,CA
15677,KSML,101.90000000000019,"Huntington, TX",Regional Mexican,TX
15678,KSMZ,101.90000000000019,"Missoula, MT",Religious,MT
15679,KSUG,101.90000000000019,"Heber Springs, AR",Classic Hits,AR
15680,KTAH,101.90000000000019,"Tacoma, WA",Variety,WA
15681,KTAO,101.90000000000019,"Taos, NM",Adult Album Alternative,NM
15682,KTKB,101.90000000000019,"Agana, GU",Asian,GU
15683,KTSL,101.90000000000019,"Medical Lake, WA",Christian Contemporary,WA
15684,KTST,101.90000000000019,"Oklahoma City, OK",Country,OK
15685,KUCD,101.90000000000019,"Pearl City, HI",Asian,HI
15686,KVJH,101.90000000000019,"Topeka, KS",Spanish Christian,KS
15687,KVSH,101.90000000000019,"Vashon, WA",Variety,WA
15688,KWFR,101.90000000000019,"San Angelo, TX",Classic Rock,TX
15689,KWID,101.90000000000019,"Las Vegas, NV",Regional Mexican,NV
15690,KWNW,101.90000000000019,"Crawfordsville, AR",Classic Rock,AR
15691,KXWA,101.90000000000019,"Centennial, CO",Christian Contemporary,CO
15692,KYAD,101.90000000000019,"Bakersfield, CA",Spanish Christian,CA
15693,KZWV,101.90000000000019,"Eldon, MO",Adult Contemporary,MO
15694,KZZQ,101.90000000000019,"Richardton, ND",Religious,ND
15695,W269AW,101.90000000000019,"Ithaca, NY",Religious,NY
15696,W270AD,101.90000000000019,"West Palm Beach, FL",Public Radio,FL
15697,W270AF,101.90000000000019,"Murfreesboro, TN",Talk,TN
15698,W270AJ,101.90000000000019,"Green Bay, WI",Sports,WI
15699,W270AP,101.90000000000019,"Marion, OH",Christian Contemporary,OH
15700,W270AS,101.90000000000019,"Carrollton, GA",Classic Country,GA
15701,W270AU,101.90000000000019,"Madison, WI",Religious,WI
15702,W270AW,101.90000000000019,"Sanford, NC",Talk,NC
15703,W270BC,101.90000000000019,"Peshtigo, WI",Religious,WI
15704,W270BD,101.90000000000019,"Calais, ME",Religious,ME
15705,W270BH,101.90000000000019,"Bloomington, IN",Public Radio,IN
15706,W270BI,101.90000000000019,"Crossville, TN",Christian Contemporary,TN
15707,W270BJ,101.90000000000019,"Lexington, VA",Public Radio,VA
15708,W270BK,101.90000000000019,"Nashville, TN",Sports,TN
15709,W270BN,101.90000000000019,"Walnut Hill, TN",Christian Contemporary,TN
15710,W270BO,101.90000000000019,"Wytheville, VA",Public Radio,VA
15711,W270BR,101.90000000000019,"Island Pond, VT",Variety,VT
15712,W270BS,101.90000000000019,"Harlan, KY",Variety,KY
15713,W270BX,101.90000000000019,"Rochester, NY",Religious,NY
15714,W270BY,101.90000000000019,"Watkins Glen, NY",Country,NY
15715,W270CB,101.90000000000019,"Pennington Gap, VA",Country,VA
15716,W270CC,101.90000000000019,"Hamlin, PA",News/Talk,PA
15717,W270CD,101.90000000000019,"Jacksonville Beach, FL",Christian Contemporary,FL
15718,W270CE,101.90000000000019,"Rome, GA",Gospel Music,GA
15719,W270CI,101.90000000000019,"Uhrichsville, OH",Classic Hits,OH
15720,W270CJ,101.90000000000019,"Jackson, MI",Sports,MI
15721,W270CL,101.90000000000019,"Fostoria, OH",Religious,OH
15722,W270CR,101.90000000000019,"Louisville, KY",Gospel Music,KY
15723,W270CV,101.90000000000019,"Miami, FL",Spanish Christian,FL
15724,W270CW,101.90000000000019,"Beloit, WI",Classic Country,WI
15725,W270CY,101.90000000000019,"Augusta, GA",Christian Contemporary,GA
15726,W270CZ,101.90000000000019,"Bay Springs, MS",Classic Country,MS
15727,W270DA,101.90000000000019,"Hampton, VA",Rhythmic Oldies,VA
15728,W270DD,101.90000000000019,"Livingston, TN",Country,TN
15729,W270DE,101.90000000000019,"Lexington, KY",Regional Mexican,KY
15730,W270DI,101.90000000000019,"Columbia, KY",Sports,KY
15731,W270DK,101.90000000000019,"Elkhart, IN",News/Talk,IN
15732,W270DL,101.90000000000019,"Milford, CT",Religious,CT
15733,W270DM,101.90000000000019,"Lebanon, TN",Nostalgia,TN
15734,W270DN,101.90000000000019,"Greenville, MI",Adult Hits,MI
15735,W270DQ,101.90000000000019,"Gadsden, AL",News/Talk,AL
15736,W270DR,101.90000000000019,"Covington, TN",80's Rock,TN
15737,W270DS,101.90000000000019,"Concord, NH",Talk,NH
15738,W270DT,101.90000000000019,"Durham, NC",Asian,NC
15739,W270DU,101.90000000000019,"Tampa, FL",Tropical,FL
15740,W270DV,101.90000000000019,"Palermo, NJ",Country,NJ
15741,W270DW,101.90000000000019,"Circleville, OH",Christian Contemporary,OH
15742,W270DZ,101.90000000000019,"New London, CT",Classical,CT
15743,W272CZ,101.90000000000019,"Sheridan, IN",Christian Contemporary,IN
15744,WARU,101.90000000000019,"Roann, IN",Classic Rock,IN
15745,WATB,101.90000000000019,"Atlanta, GA",Asian,GA
15746,WAVT,101.90000000000019,"Pottsville, PA",Hot AC,PA
15747,WAZX,101.90000000000019,"Cleveland, GA",Regional Mexican,GA
15748,WBAV,101.90000000000019,"Gastonia, NC",Urban Contemporary,NC
15749,WBGE,101.90000000000019,"Bainbridge, GA",Hot AC,GA
15750,WCIB,101.90000000000019,"Falmouth, MA",Classic Hits,MA
15751,WCOQ,101.90000000000019,"Alfred, NY",Christian Contemporary,NY
15752,WDET,101.90000000000019,"Detroit, MI",Public Radio,MI
15753,WDEZ,101.90000000000019,"Wausau, WI",Country,WI
15754,WDXD,101.90000000000019,"Tallahassee, FL",Country,FL
15755,WEKV,101.90000000000019,"Central City, KY",Christian Contemporary,KY
15756,WFAN,101.90000000000019,"New York, NY",Sports,NY
15757,WFTA,101.90000000000019,"Fulton, MS",Talk,MS
15758,WHHY,101.90000000000019,"Montgomery, AL",Top-40,AL
15759,WHTE,101.90000000000019,"Ruckersville, VA",Top-40,VA
15760,WHUG,101.90000000000019,"Jamestown, NY",Country,NY
15761,WIKS,101.90000000000019,"New Bern, NC",Hip-Hop,NC
15762,WJFL,101.90000000000019,"Tennille, GA",Adult Contemporary,GA
15763,WJHM,101.90000000000019,"Daytona Beach, FL",Classic Hip-Hop,FL
15764,WJIV,101.90000000000019,"Cherry Valley, NY",Religious,NY
15765,WJVR,101.90000000000019,"Iron Gate, VA",Classic Rock,VA
15766,WKFC,101.90000000000019,"North Corbin, KY",Adult Contemporary,KY
15767,WKFC,101.90000000000019,"Hustonville, KY",Adult Contemporary,KY
15768,WKKN,101.90000000000019,"Westminster, VT",Classic Rock,VT
15769,WKLU,101.90000000000019,"Brownsburg, IN",Christian Contemporary,IN
15770,WKQS,101.90000000000019,"Negaunee, MI",Adult Contemporary,MI
15771,WKRP,101.90000000000019,"Raleigh, NC",Variety,NC
15772,WKRQ,101.90000000000019,"Cincinnati, OH",Top-40,OH
15773,WKSK,101.90000000000019,"South Hill, VA",Classic Hits,VA
15774,WLFZ,101.90000000000019,"Springfield, IL",Country,IL
15775,WLIF,101.90000000000019,"Baltimore, MD",Adult Contemporary,MD
15776,WLMG,101.90000000000019,"New Orleans, LA",Adult Contemporary,LA
15777,WOCE,101.90000000000019,"Ringgold, GA",Regional Mexican,GA
15778,WOCT,101.90000000000019,"Oshkosh, WI",Variety,WI
15779,WOIB,101.90000000000019,"Oakland Park, FL",Religious,FL
15780,WOMP,101.90000000000019,"Cambridge, OH",Oldies,OH
15781,WOZI,101.90000000000019,"Presque Isle, ME",Classic Rock,ME
15782,WPHX,101.90000000000019,"Ruskin, FL",Variety,FL
15783,WPNG,101.90000000000019,"Pearson, GA",Classic Rock,GA
15784,WPOR,101.90000000000019,"Portland, ME",Country,ME
15785,WQJJ,101.90000000000019,"Jasper, AL",Oldies,AL
15786,WRFP,101.90000000000019,"Eau Claire, WI",Variety,WI
15787,WSDX,101.90000000000019,"Brandon, FL",Religious,FL
15788,WTMX,101.90000000000019,"Skokie, IL",Hot AC,IL
15789,WVAQ,101.90000000000019,"Morgantown, WV",Top-40,WV
15790,WVLQ,101.90000000000019,"Port Saint Joe, FL",Sports,FL
15791,WVOW,101.90000000000019,"Logan, WV",Variety,WV
15792,WWDA,101.90000000000019,"Clarksville, TN",Unknown Format,TN
15793,WWGR,101.90000000000019,"Fort Myers, FL",Country,FL
15794,WYLR,101.90000000000019,"Hubbard, OH",Christian Contemporary,OH
15795,WZAR,101.90000000000019,"Ponce, PR",Spanish Hits,PR
15796,K271AB,102.1000000000002,"Gallup, NM",Classic Hits,NM
15797,K271AC,102.1000000000002,"Ojai, CA",Public Radio,CA
15798,K271AE,102.1000000000002,"Grand Junction, CO",Country,CO
15799,K271AF,102.1000000000002,"Eldridge, IA",Public Radio,IA
15800,K271AH,102.1000000000002,"Mount Vernon, WA",Country,WA
15801,K271AR,102.1000000000002,"Coos Bay, OR",Religious,OR
15802,K271AS,102.1000000000002,"Killeen, TX",Christian Contemporary,TX
15803,K271AY,102.1000000000002,"Delta Junction, AK",Country,AK
15804,K271BA,102.1000000000002,"Rifle, CO",Adult Hits,CO
15805,K271BF,102.1000000000002,"Unalaska, AK",Country,AK
15806,K271BG,102.1000000000002,"Moab, UT",Country,UT
15807,K271BH,102.1000000000002,"Pinetop, AZ",Religious,AZ
15808,K271BI,102.1000000000002,"Wellsville, UT",News/Talk,UT
15809,K271BL,102.1000000000002,"Roseburg, OR",Classic Rock,OR
15810,K271BN,102.1000000000002,"Estes Park, CO",Regional Mexican,CO
15811,K271BP,102.1000000000002,"Carmel, CA",Religious,CA
15812,K271BS,102.1000000000002,"Auburn, WA",Spanish Christian,WA
15813,K271BV,102.1000000000002,"Orcutt, CA",Regional Mexican,CA
15814,K271BX,102.1000000000002,"Stockton, CA",Christian Contemporary,CA
15815,K271CC,102.1000000000002,"Mountain Grove, MO",Christian Contemporary,MO
15816,K271CH,102.1000000000002,"Fredericksburg, TX",Classic Country,TX
15817,K271CJ,102.1000000000002,"Scotia, CA",Religious,CA
15818,K271CK,102.1000000000002,"Manitou Springs, CO",College,CO
15819,K271CL,102.1000000000002,"Victoria, TX",Public Radio,TX
15820,K271CN,102.1000000000002,"Aberdeen, SD",News/Talk,SD
15821,K271CO,102.1000000000002,"Des Moines, IA",Sports,IA
15822,K271CP,102.1000000000002,"Albuquerque, NM",Classic Hits,NM
15823,K271CS,102.1000000000002,"Everett, WA",Asian,WA
15824,K271CT,102.1000000000002,"Creston, IA",Classic Hits,IA
15825,K271CU,102.1000000000002,"Pullman, WA",News/Talk,WA
15826,K271CV,102.1000000000002,"Jonesboro, AR",News/Talk,AR
15827,K271CW,102.1000000000002,"Yankton, SD",Adult Contemporary,SD
15828,K271CY,102.1000000000002,"Oxnard, CA",Regional Mexican,CA
15829,K271CZ,102.1000000000002,"Hobart, OK",Country,OK
15830,K271DB,102.1000000000002,"Fillmore, UT",Adult Contemporary,UT
15831,K271DC,102.1000000000002,"Moriarty, NM",Classic Hits,NM
15832,K271DD,102.1000000000002,"Bakersfield, CA",Spanish Christian,CA
15833,K271DE,102.1000000000002,"Lubbock, TX",Religious,TX
15834,K271DF,102.1000000000002,"Conner, CA",Spanish Christian,CA
15835,K272AF,102.1000000000002,"Eagle, CO",Adult Album Alternative,CO
15836,KAHM,102.1000000000002,"Prescott, AZ",Easy Listening,AZ
15837,KAHM,102.1000000000002,"Spring Valley, AZ",Easy Listening,AZ
15838,KBDY,102.1000000000002,"Hanna, WY",Country,WY
15839,KBMC,102.1000000000002,"Bozeman, MT",Public Radio,MT
15840,KBUC,102.1000000000002,"Raymondville, TX",Tejano,TX
15841,KCAJ,102.1000000000002,"Roseau, MN",Adult Contemporary,MN
15842,KCEZ,102.1000000000002,"Los Molinos, CA",Top-40,CA
15843,KCKC,102.1000000000002,"Kansas City, MO",Adult Hits,MO
15844,KDGE,102.1000000000002,"Fort Worth-Dallas, TX",Adult Contemporary,TX
15845,KDKS,102.1000000000002,"Blanchard, LA",Urban Contemporary,LA
15846,KEEY,102.1000000000002,"Saint Paul, MN",Country,MN
15847,KEGB,102.1000000000002,"Bend, OR",Religious,OR
15848,KEOK,102.1000000000002,"Tahlequah, OK",Country,OK
15849,KFIM,102.1000000000002,"Carroll, IA",Christian Contemporary,IA
15850,KFMA,102.1000000000002,"Oro Valley, AZ",Rock,AZ
15851,KFZX,102.1000000000002,"Gardendale, TX",Classic Hits,TX
15852,KGRE,102.1000000000002,"Estes Park, CO",Regional Mexican,CO
15853,KGRE,102.1000000000002,"Fort Collins, CO",Regional Mexican,CO
15854,KHBE,102.1000000000002,"Big Wells, TX",Spanish Christian,TX
15855,KHKC,102.1000000000002,"Atoka, OK",Country,OK
15856,KILX,102.1000000000002,"De Queen, AR",Christian Contemporary,AR
15857,KJAS,102.1000000000002,"Ames, IA",Asian,IA
15858,KJFM,102.1000000000002,"Louisiana, MO",Country,MO
15859,KLVJ,102.1000000000002,"Encinitas, CA",Christian Contemporary,CA
15860,KMJQ,102.1000000000002,"Houston, TX",Urban Contemporary,TX
15861,KMML,102.1000000000002,"Cimarron, KS",Rock,KS
15862,KMRV,102.1000000000002,"Saint Charles, MO",Adult Contemporary,MO
15863,KODC,102.1000000000002,"Dodge City, KS",Spanish Christian,KS
15864,KOKY,102.1000000000002,"Sherwood, AR",Urban Contemporary,AR
15865,KPQ,102.1000000000002,"Wenatchee, WA",Classic Rock,WA
15866,KPRR,102.1000000000002,"El Paso, TX",Top-40,TX
15867,KQMY,102.1000000000002,"Paia, HI",Classic Hits,HI
15868,KQOR,102.1000000000002,"Mena, AR",Classic Country,AR
15869,KQRA,102.1000000000002,"Brookline, MO",Rock,MO
15870,KQUQ,102.1000000000002,"Albuquerque, NM",Variety,NM
15871,KRBQ,102.1000000000002,"San Francisco, CA",Classic Hip-Hop,CA
15872,KRBQ,102.1000000000002,"San Francisco, CA",Classic Hip-Hop,CA
15873,KRKC,102.1000000000002,"King City, CA",Hot AC,CA
15874,KRNV,102.1000000000002,"Reno, NV",Regional Mexican,NV
15875,KSMT,102.1000000000002,"Breckenridge, CO",Adult Album Alternative,CO
15876,KSSI,102.1000000000002,"China Lake, CA",Rock,CA
15877,KSTI,102.1000000000002,"Port Angeles, WA",Country,WA
15878,KSWW,102.1000000000002,"Ocean Shores, WA",Adult Contemporary,WA
15879,KTMB,102.1000000000002,"Anchorage, AK",Classic Hits,AK
15880,KTRA,102.1000000000002,"Farmington, NM",Country,NM
15881,KTUI,102.1000000000002,"Sullivan, MO",Country,MO
15882,KUDO,102.1000000000002,"Harrison, AR",Religious,AR
15883,KUQQ,102.1000000000002,"Milford, IA",Classic Rock,IA
15884,KWFO,102.1000000000002,"Driggs, ID",Country,ID
15885,KWFO,102.1000000000002,"Jackson, WY",Country,WY
15886,KXSU,102.1000000000002,"Seattle, WA",College,WA
15887,KYBG,102.1000000000002,"Basile, LA",Classic Hits,LA
15888,KYRN,102.1000000000002,"Socorro, NM",Classic Country,NM
15889,KYUN,102.1000000000002,"Twin Falls, ID",Country,ID
15890,KZLJ,102.1000000000002,"La Junta, CO",Urban Contemporary,CO
15891,KZMC,102.1000000000002,"McCook, NE",Classic Country,NE
15892,KZSN,102.1000000000002,"Hutchinson, KS",Country,KS
15893,W271AB,102.1000000000002,"Nashville, TN",Urban Contemporary,TN
15894,W271AC,102.1000000000002,"Appleton, WI",Christian Contemporary,WI
15895,W271AG,102.1000000000002,"Mackinaw City, MI",Religious,MI
15896,W271AJ,102.1000000000002,"Seneca, SC",Christian Contemporary,SC
15897,W271AM,102.1000000000002,"Tuscaloosa, AL",Oldies,AL
15898,W271AO,102.1000000000002,"Mount Vernon, OH",Christian Contemporary,OH
15899,W271AT,102.1000000000002,"Cumberland, MD",Top-40,MD
15900,W271AW,102.1000000000002,"Jay, NY",Public Radio,NY
15901,W271BC,102.1000000000002,"Lumpkin, GA",Christian Contemporary,GA
15902,W271BF,102.1000000000002,"Highland, NY",Public Radio,NY
15903,W271BG,102.1000000000002,"Columbus, IN",Christian Contemporary,IN
15904,W271BL,102.1000000000002,"Kewanee, IL",Country,IL
15905,W271BN,102.1000000000002,"Birmingham, AL",Country,AL
15906,W271BP,102.1000000000002,"Montoursville, PA",Religious,PA
15907,W271BR,102.1000000000002,"Winchester, Etc., VA",Gospel Music,VA
15908,W271BS,102.1000000000002,"Greenville, SC",Christian Contemporary,SC
15909,W271BT,102.1000000000002,"Rocky Mount, NC",Christian Contemporary,NC
15910,W271BV,102.1000000000002,"Hagerstown, MD",Classic Hits,MD
15911,W271BX,102.1000000000002,"Frankfort, IN",Christian Contemporary,IN
15912,W271BY,102.1000000000002,"Pendleton, IN",Gospel Music,IN
15913,W271CB,102.1000000000002,"Asheville, NC",Public Radio,NC
15914,W271CC,102.1000000000002,"Broadway, VA",Gospel Music,VA
15915,W271CE,102.1000000000002,"Oxford, AL",College,AL
15916,W271CF,102.1000000000002,"Phenix City, AL",Religious,AL
15917,W271CG,102.1000000000002,"Quincy, MA",Religious,MA
15918,W271CI,102.1000000000002,"Dublin, GA",Classic Hits,GA
15919,W271CJ,102.1000000000002,"Saint Augustine, FL",News/Talk,FL
15920,W271CL,102.1000000000002,"Brevard, NC",Variety,NC
15921,W271CM,102.1000000000002,"Sparta, WI",Sports,WI
15922,W271CP,102.1000000000002,"Charleston, SC",Classic Hits,SC
15923,W271CR,102.1000000000002,"Providence, RI",Tropical,RI
15924,W271CV,102.1000000000002,"Atlanta, GA",Classic Hits,GA
15925,W271CW,102.1000000000002,"Pittsburgh, PA",Talk,PA
15926,W271CX,102.1000000000002,"Milford, DE",Classic Hits,DE
15927,W271CY,102.1000000000002,"Lakeland, FL",Regional Mexican,FL
15928,W271DA,102.1000000000002,"Elizabethtown, PA",Oldies,PA
15929,W271DC,102.1000000000002,"Bloomington, IL",News/Talk,IL
15930,W271DF,102.1000000000002,"Jackson, MS",Blues,MS
15931,W271DH,102.1000000000002,"Wauchula, FL",Classic Country,FL
15932,W271DK,102.1000000000002,"Dallas, GA",Religious,GA
15933,W271DL,102.1000000000002,"Egypt Lake, FL",Rhythmic Oldies,FL
15934,W271DM,102.1000000000002,"Marianna, FL",Oldies,FL
15935,W271DN,102.1000000000002,"Dothan, AL",Oldies,AL
15936,W271DP,102.1000000000002,"Lake George, NY",Public Radio,NY
15937,W271DQ,102.1000000000002,"Baraboo, WI",Adult Contemporary,WI
15938,W271DR,102.1000000000002,"Fayetteville, NC",Christian Contemporary,NC
15939,W273EB,102.1000000000002,"Shelton, CT",Public Radio,CT
15940,WALS,102.1000000000002,"Oglesby, IL",Country,IL
15941,WALT,102.1000000000002,"Meridian, MS",Talk,MS
15942,WAQY,102.1000000000002,"Springfield, MA",Classic Rock,MA
15943,WAVR,102.1000000000002,"Waverly, NY",Classic Hits,NY
15944,WCPP,102.1000000000002,"Ironwood, MI",Variety,MI
15945,WCRM,102.1000000000002,"Columbus, OH",Public Radio,OH
15946,WDNB,102.1000000000002,"Jeffersonville, NY",Country,NY
15947,WDNL,102.1000000000002,"Danville, IL",Hot AC,IL
15948,WDOK,102.1000000000002,"Cleveland, OH",Adult Contemporary,OH
15949,WDRM,102.1000000000002,"Decatur, AL",Country,AL
15950,WFAH,102.1000000000002,"Flint, MI",Jazz,MI
15951,WGAF,102.1000000000002,"Fayetteville, GA",Gospel Music,GA
15952,WGMG,102.1000000000002,"Crawford, GA",Adult Contemporary,GA
15953,WHJU,102.1000000000002,"Conyers, GA",Religious,GA
15954,WIBV,102.1000000000002,"Mount Vernon, IL",Country,IL
15955,WIFT,102.1000000000002,"Du Bois, PA",Country,PA
15956,WIMT,102.1000000000002,"Lima, OH",Country,OH
15957,WIOQ,102.1000000000002,"Philadelphia, PA",Top-40,PA
15958,WIQQ,102.1000000000002,"Leland, MS",Top-40,MS
15959,WIVI,102.1000000000002,"Cruz Bay, VI",Classic Hits,VI
15960,WJCA,102.1000000000002,"Albion, NY",Religious,NY
15961,WJMH,102.1000000000002,"Reidsville, NC",Hip-Hop,NC
15962,WJST,102.1000000000002,"Sylvester, GA",Adult Hits,GA
15963,WKFF,102.1000000000002,"Sardis, MS",Christian Contemporary,MS
15964,WKLG,102.1000000000002,"Rock Harbor, FL",Adult Contemporary,FL
15965,WKOT,102.1000000000002,"Wimauma, FL",Religious,FL
15966,WKVZ,102.1000000000002,"Dexter, ME",Christian Contemporary,ME
15967,WKYL,102.1000000000002,"Lawrenceburg, KY",Classic Hits,KY
15968,WKZV,102.1000000000002,"Tybee Island, GA",Christian Contemporary,GA
15969,WLCT,102.1000000000002,"Lafayette, TN",Country,TN
15970,WLEW,102.1000000000002,"Bad Axe, MI",Classic Hits,MI
15971,WLJC,102.1000000000002,"Beattyville, KY",Christian Contemporary,KY
15972,WLLE,102.1000000000002,"Mayfield, KY",Classic Country,KY
15973,WLUM,102.1000000000002,"Milwaukee, WI",Alternative,WI
15974,WMUK,102.1000000000002,"Kalamazoo, MI",Public Radio,MI
15975,WMXT,102.1000000000002,"Pamplico, SC",Classic Hits,SC
15976,WNGA,102.1000000000002,"Talking Rock, GA",Unknown Format,GA
15977,WOPC,102.1000000000002,"Bradenton, FL",Religious,FL
15978,WQLC,102.1000000000002,"Watertown, FL",Country,FL
15979,WQLF,102.1000000000002,"Lena, IL",Classic Rock,IL
15980,WQUA,102.1000000000002,"Citronelle, AL",Religious,AL
15981,WRGR,102.1000000000002,"Tupper Lake, NY",Adult Hits,NY
15982,WRKU,102.1000000000002,"Forestville, WI",Hot AC,WI
15983,WRQO,102.1000000000002,"Monticello, MS",Talk,MS
15984,WRVB,102.1000000000002,"Marietta, OH",Top-40,OH
15985,WRXL,102.1000000000002,"Richmond, VA",Alternative,VA
15986,WSAK,102.1000000000002,"Hampton, NH",Classic Hits,NH
15987,WVFC,102.1000000000002,"Stephenson, MI",Religious,MI
15988,WVXR,102.1000000000002,"Randolph, VT",Classical,VT
15989,WWAV,102.1000000000002,"Santa Rosa Beach, FL",Adult Hits,FL
15990,WWFH,102.1000000000002,"Land O' Lakes, FL",Variety,FL
15991,WWST,102.1000000000002,"Sevierville, TN",Top-40,TN
15992,WWWD,102.1000000000002,"Bolingbroke, GA",Christian Contemporary,GA
15993,WXTG,102.1000000000002,"Virginia Beach, VA",Hip-Hop,VA
15994,WZUN,102.1000000000002,"Phoenix, NY",Classic Hits,NY
15995,K272AB,102.3000000000002,"Preston, Etc., ID",Classical,ID
15996,K272AE,102.3000000000002,"Hawthorne, NV",Country,NV
15997,K272AG,102.3000000000002,"Soda Springs, Etc., ID",Adult Contemporary,ID
15998,K272AR,102.3000000000002,"Bonners Ferry, ID",Country,ID
15999,K272AX,102.3000000000002,"Laketown-Garden City, UT",Top-40,UT
16000,K272AY,102.3000000000002,"Crescent City, CA",Religious,CA
16001,K272BA,102.3000000000002,"Panguitch, UT",Top-40,UT
16002,K272BI,102.3000000000002,"Mountain View, Etc., WY",College,WY
16003,K272BJ,102.3000000000002,"Orderville, UT",Classic Rock,UT
16004,K272CI,102.3000000000002,"Wayne County, Etc., UT",Adult Contemporary,UT
16005,K272CS,102.3000000000002,"Spearfish, SD",Top-40,SD
16006,K272DB,102.3000000000002,"Redstone, CO",Country,CO
16007,K272DE,102.3000000000002,"Steamboat Springs, CO",Classic Hits,CO
16008,K272DG,102.3000000000002,"Seward, AK",Country,AK
16009,K272DI,102.3000000000002,"Fillmore, CA",Public Radio,CA
16010,K272DO,102.3000000000002,"Orofino, ID",Public Radio,ID
16011,K272DT,102.3000000000002,"Santa Barbara, CA",Public Radio,CA
16012,K272DV,102.3000000000002,"Mountain Home, ID",Christian Contemporary,ID
16013,K272DX,102.3000000000002,"Grass Valley, CA",Religious,CA
16014,K272DY,102.3000000000002,"Red Oak, IA",Country,IA
16015,K272ED,102.3000000000002,"Kennewick, WA",Country,WA
16016,K272EE,102.3000000000002,"Las Vegas, NV",Oldies,NV
16017,K272EF,102.3000000000002,"Broadus, MT",Religious,MT
16018,K272EG,102.3000000000002,"Rural San Juan Count, UT",Public Radio,UT
16019,K272EI,102.3000000000002,"Sulphur, LA",Christian Contemporary,LA
16020,K272EK,102.3000000000002,"San Antonio, TX",Tejano,TX
16021,K272EL,102.3000000000002,"Portland, OR",Alternative,OR
16022,K272EM,102.3000000000002,"Amarillo, TX",Religious,TX
16023,K272EP,102.3000000000002,"Chehalis, WA",Christian Contemporary,WA
16024,K272ET,102.3000000000002,"Eagle Nest, NM",Adult Album Alternative,NM
16025,K272EU,102.3000000000002,"Cody, WY",Country,WY
16026,K272EY,102.3000000000002,"Chickasha, OK",Religious,OK
16027,K272EZ,102.3000000000002,"Walla Walla, WA",Religious,WA
16028,K272FC,102.3000000000002,"Voorhies, OR",Classical,OR
16029,K272FD,102.3000000000002,"Del City, OK",Religious,OK
16030,K272FE,102.3000000000002,"Omaha, NE",Regional Mexican,NE
16031,K272FI,102.3000000000002,"Lancaster, CA",News/Talk,CA
16032,K272FJ,102.3000000000002,"Kerrville, TX",Spanish Christian,TX
16033,K272FK,102.3000000000002,"College Station, TX",Country,TX
16034,K272FM,102.3000000000002,"Azalea, OR",Religious,OR
16035,K272FQ,102.3000000000002,"Riverside, CA",News/Talk,CA
16036,K272FS,102.3000000000002,"Boise, ID",Religious,ID
16037,K272FT,102.3000000000002,"Montrose, CO",Country,CO
